Category,Product Name,Product Price,Rating,Discount,Past Details,Image URL,Shipped From,Sold By
Electronics,"OnePlus 12 (Glacial White, 12GB RAM, 256GB Storage)",899,4.7 out of 5 stars,(70% off),50+ bought in past month,https://m.media-amazon.com/images/I/81Uc3NUrdkL._AC_UY218_.jpg,Amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED
Clothing,Results,799,4.0 out of 5 stars,(47% off),M.R.P:,https://m.media-amazon.com/images/I/71M5Y9eocIL._AC_UL320_.jpg,Amazon,Sunstar
Clothing,Use fewer keywords or try these instead,349,4.5 out of 5 stars,(83% off),M.R.P:,https://m.media-amazon.com/images/I/61O72PogqNL._AC_UL320_.jpg,Amazon,Cocoblu Retail
Clothing,Need help?,699,3.9 out of 5 stars,(72% off),M.R.P:,https://m.media-amazon.com/images/I/51M7X65k41L._AC_UL320_.jpg,Amazon,BodyGlove Apparel Online
Beauty,Showing products with fast delivery,299,4.9 out of 5 stars,(50% off),50+ bought in past month,https://m.media-amazon.com/images/I/51SM0jpKrwL._AC_UL320_.jpg,Amazon,the_Store
Beauty,Results,255,4.3 out of 5 stars,(54% off),"(
₹299/count)",https://m.media-amazon.com/images/I/51AGBD-s8aL._AC_UL320_.jpg,Amazon,Clicktech Retail Private Ltd
Beauty,Need help?,315,4.0 out of 5 stars,"Buy 3 items, get 7% off",M.R.P:,https://m.media-amazon.com/images/I/51wERqBeGLL._AC_UL320_.jpg,Amazon,Trust Zone.
Books,Results,349,4.5 out of 5 stars,(50% off),|,https://m.media-amazon.com/images/I/71TqdH9wTmL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) : Perfect Motivational Gift Set,613,4.4 out of 5 stars,(39% off),M.R.P:,https://m.media-amazon.com/images/I/71kTrlQyyCL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,As a Man Thinketh,99,4.5 out of 5 stars,(34% off),M.R.P:,https://m.media-amazon.com/images/I/61fR6OnVBUL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,The Theory Of Everything,0,4.6 out of 5 stars,(18% off),More Buying Choices,https://m.media-amazon.com/images/I/61HAE8zahLL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,The Alchemist,0,4.5 out of 5 stars,(52% off),|,https://m.media-amazon.com/images/I/71YjdCMBmQL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,THE BLUE UMBRELLA,185,4.4 out of 5 stars,(35% off),M.R.P:,https://m.media-amazon.com/images/I/61j3WLZx1LL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,Rabindranath Tagore - Short Stories (Master's Collections) [Paperback] Rabindranath Tagore,79,4.6 out of 5 stars,(28% off),|,https://m.media-amazon.com/images/I/71tVvU10bzL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,The Illustrated Stories of Tenali Raman: Classic Tales From India,0,4.5 out of 5 stars,(18% off),M.R.P:,https://m.media-amazon.com/images/I/712HH6KUtZL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,"My First 1000 Words: Early Learning Picture Book to learn Alphabet, Numbers, Shapes and Colours, Transport, Birds and Animals, Professions, Opposite Words, Action Words, Parts of the body and Objects Around Us.",259,4.0 out of 5 stars,(9% off),More Buying Choices,https://m.media-amazon.com/images/I/61A1UwPc4mL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,Short Stories From Panchatantra - Volume 1: Abridged Illustrated Stories For Children (With Morals),0,4.4 out of 5 stars,(43% off),Other formats:,https://m.media-amazon.com/images/I/91M5z2dgRoL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,"Little Artist Copy Colouring Boxset : Pack of 8 Books (Birds, Sea Animals, Fruits, Vegetables, Dinosaurs, Cars and People Around Us)",323,4.4 out of 5 stars,(37% off),|,https://m.media-amazon.com/images/I/71B8sXQINaL._AC_UY218_.jpg,Amazon,Cocoblu Retail
Books,"My First 500 Words: Early Learning Picture Book to learn Alphabet, Numbers, Shapes and Colours, Transport, Birds and Animals, Professions, Opposite Words, Action Words, Parts of the body and Objects Around Us.",123,4.5 out of 5 stars,(25% off),M.R.P:,https://m.media-amazon.com/images/I/91dgnFjUS3L._AC_UY218_.jpg,Amazon,Electronics Bazaar Store
Books,Frank Disney The Jungle Book Jigsaw Puzzle (60 Pieces) for Kids Above 5+ Years - Fun & Challenging Brain Booster Games - Educational Puzzle for Focus and Memory -11532,114,4.5 out of 5 stars,(36% off),M.R.P:,https://m.media-amazon.com/images/I/71vJ9rCj2EL._AC_UL320_.jpg,Amazon,Cocoblu Retail
Books,Today's deals,0,4.3 out of 5 stars,(15% off),Other formats:,https://m.media-amazon.com/images/I/717Y82GZwWL._AC_UL320_.jpg,Amazon,Cocoblu Retail
Books,Need help?,199,4.3 out of 5 stars,(30% off),|,https://m.media-amazon.com/images/I/61pTJgRaqIL._AC_UL320_.jpg,Amazon,Cocoblu Retail
Toys & Games,Showing products with fast delivery,417,4.1 out of 5 stars,(7% off),400+ bought in past month,https://m.media-amazon.com/images/I/71nNDQOA4nL._AC_UL320_.jpg,Amazon,Electronics Bazaar Store
Toys & Games,Results,617,4.3 out of 5 stars,(38% off),M.R.P:,https://m.media-amazon.com/images/I/61E-tuAo5HL._AC_UL320_.jpg,Amazon,Electronics Bazaar Store
Toys & Games,Highly rated,281,4.3 out of 5 stars,(19% off),M.R.P:,https://m.media-amazon.com/images/I/617sunXDBuL._AC_UL320_.jpg,Amazon,Electronics Bazaar Store
Toys & Games,More results,594,4.2 out of 5 stars,(15% off),800+ bought in past month,https://m.media-amazon.com/images/I/910li7k10pL._AC_UL320_.jpg,Amazon,Skillmatics
Toys & Games,Today's deals,179,3.9 out of 5 stars,,M.R.P:,https://m.media-amazon.com/images/I/71SG7+k7-WL._AC_UL320_.jpg,Amazon,Electronics Bazaar Store
Toys & Games,Need help?,79,4.0 out of 5 stars,(51% off),600+ bought in past month,https://m.media-amazon.com/images/I/517jNc-SAqL._AC_UL320_.jpg,Amazon,Electronics Bazaar Store
